sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-11593_201210231817,AR-11593,2012-10-23T18:17:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11593_T000_20121023062700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11593_T001_20121023132700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11593_T002_20121023165700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11593_T003_20121023181700.fits,2012-10-24T18:17:00+00:00,2012-10-25T18:17:00+00:00,0,1,-5.5492
SEQ_AR-11596_201210202005,AR-11596,2012-10-20T20:05:04+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T000_20121020081504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T001_20121020151504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T002_20121020184504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T003_20121020200504.fits,2012-10-21T20:05:04+00:00,2012-10-22T20:05:04+00:00,0,1,-5.6741
SEQ_AR-11596_201210230251,AR-11596,2012-10-23T02:51:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T001_20121020151504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T002_20121020184504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T003_20121020200504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T000_20121023025101.fits,2012-10-24T02:51:01+00:00,2012-10-25T02:51:01+00:00,0,0,-8.0
SEQ_AR-11596_201210230951,AR-11596,2012-10-23T09:51:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T002_20121020184504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T003_20121020200504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T000_20121023025101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T001_20121023095101.fits,2012-10-24T09:51:01+00:00,2012-10-25T09:51:01+00:00,0,0,-8.0
SEQ_AR-11596_201210231321,AR-11596,2012-10-23T13:21:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T003_20121020200504.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T000_20121023025101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T001_20121023095101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T002_20121023132101.fits,2012-10-24T13:21:01+00:00,2012-10-25T13:21:01+00:00,0,0,-8.0
SEQ_AR-11596_201210231441,AR-11596,2012-10-23T14:41:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T000_20121023025101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T001_20121023095101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T002_20121023132101.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11596_T003_20121023144101.fits,2012-10-24T14:41:01+00:00,2012-10-25T14:41:01+00:00,0,0,-8.0
SEQ_AR-11598_201210231516,AR-11598,2012-10-23T15:16:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11598_T000_20121023032601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11598_T001_20121023102601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11598_T002_20121023135601.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11598_T003_20121023151601.fits,2012-10-24T15:16:01+00:00,2012-10-25T15:16:01+00:00,0,1,-5.9294
SEQ_AR-11599_201210311913,AR-11599,2012-10-31T19:13:46+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11599_T000_20121031072346.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11599_T001_20121031142346.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11599_T002_20121031175346.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11599_T003_20121031191346.fits,2012-11-01T19:13:46+00:00,2012-11-02T19:13:46+00:00,0,0,-8.0
SEQ_AR-11610_201211151945,AR-11610,2012-11-15T19:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11610_T000_20121115075501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11610_T001_20121115145501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11610_T002_20121115182501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11610_T003_20121115194501.fits,2012-11-16T19:45:01+00:00,2012-11-17T19:45:01+00:00,0,1,-5.9294
SEQ_AR-11611_201211181927,AR-11611,2012-11-18T19:27:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11611_T000_20121118073700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11611_T001_20121118143700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11611_T002_20121118180700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11611_T003_20121118192700.fits,2012-11-19T19:27:00+00:00,2012-11-20T19:27:00+00:00,0,0,-8.0
SEQ_AR-11612_201211112025,AR-11612,2012-11-11T20:25:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11612_T000_20121111083501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11612_T001_20121111153501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11612_T002_20121111190501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11612_T003_20121111202501.fits,2012-11-12T20:25:01+00:00,2012-11-13T20:25:01+00:00,0,0,-8.0
SEQ_AR-11613_201211150755,AR-11613,2012-11-15T07:55:58+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11613_T000_20121114200558.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11613_T001_20121115030558.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11613_T002_20121115063558.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11613_T003_20121115075558.fits,2012-11-16T07:55:58+00:00,2012-11-17T07:55:58+00:00,0,1,-5.7833
SEQ_AR-11614_201211131954,AR-11614,2012-11-13T19:54:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11614_T000_20121113080400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11614_T001_20121113150400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11614_T002_20121113183400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11614_T003_20121113195400.fits,2012-11-14T19:54:00+00:00,2012-11-15T19:54:00+00:00,0,1,-5.8155
SEQ_AR-11623_201211291427,AR-11623,2012-11-29T14:27:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T000_20121129023701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T001_20121129093701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T002_20121129130701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T003_20121129142701.fits,2012-11-30T14:27:01+00:00,2012-12-01T14:27:01+00:00,0,0,-6.0486
SEQ_AR-11623_201212061620,AR-11623,2012-12-06T16:20:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T001_20121129093701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T002_20121129130701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T003_20121129142701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T000_20121206162000.fits,2012-12-07T16:20:00+00:00,2012-12-08T16:20:00+00:00,0,0,-8.0
SEQ_AR-11623_201212062320,AR-11623,2012-12-06T23:20:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T002_20121129130701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T003_20121129142701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T000_20121206162000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T001_20121206232000.fits,2012-12-07T23:20:00+00:00,2012-12-08T23:20:00+00:00,0,0,-8.0
SEQ_AR-11623_201212070250,AR-11623,2012-12-07T02:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T003_20121129142701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T000_20121206162000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T001_20121206232000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T002_20121207025000.fits,2012-12-08T02:50:00+00:00,2012-12-09T02:50:00+00:00,0,0,-8.0
SEQ_AR-11623_201212070410,AR-11623,2012-12-07T04:10:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T000_20121206162000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T001_20121206232000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T002_20121207025000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11623_T003_20121207041000.fits,2012-12-08T04:10:00+00:00,2012-12-09T04:10:00+00:00,0,0,-8.0
SEQ_AR-11632_201212131405,AR-11632,2012-12-13T14:05:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11632_T000_20121213021500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11632_T001_20121213091500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11632_T002_20121213124500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11632_T003_20121213140500.fits,2012-12-14T14:05:00+00:00,2012-12-15T14:05:00+00:00,0,1,-5.8502
SEQ_AR-11633_201212181635,AR-11633,2012-12-18T16:35:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T000_20121218044500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T001_20121218114500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T002_20121218151500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T003_20121218163500.fits,2012-12-19T16:35:00+00:00,2012-12-20T16:35:00+00:00,0,0,-6.166
SEQ_AR-11633_201212201330,AR-11633,2012-12-20T13:30:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T001_20121218114500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T002_20121218151500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T003_20121218163500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T000_20121220133001.fits,2012-12-21T13:30:01+00:00,2012-12-22T13:30:01+00:00,0,0,-6.0969
SEQ_AR-11633_201212202030,AR-11633,2012-12-20T20:30:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T002_20121218151500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T003_20121218163500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T000_20121220133001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T001_20121220203001.fits,2012-12-21T20:30:01+00:00,2012-12-22T20:30:01+00:00,0,0,-6.0969
SEQ_AR-11633_201212210000,AR-11633,2012-12-21T00:00:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T003_20121218163500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T000_20121220133001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T001_20121220203001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T002_20121221000001.fits,2012-12-22T00:00:01+00:00,2012-12-23T00:00:01+00:00,0,0,-6.0969
SEQ_AR-11633_201212210120,AR-11633,2012-12-21T01:20:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T000_20121220133001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T001_20121220203001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T002_20121221000001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11633_T003_20121221012001.fits,2012-12-22T01:20:01+00:00,2012-12-23T01:20:01+00:00,0,0,-6.0969
SEQ_AR-11638_201301030946,AR-11638,2013-01-03T09:46:42+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11638_T000_20130102215642.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11638_T001_20130103045642.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11638_T002_20130103082642.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11638_T003_20130103094642.fits,2013-01-04T09:46:42+00:00,2013-01-05T09:46:42+00:00,0,0,-8.0
SEQ_AR-11642_201301030308,AR-11642,2013-01-03T03:08:15+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11642_T000_20130102151815.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11642_T001_20130102221815.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11642_T002_20130103014815.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11642_T003_20130103030815.fits,2013-01-04T03:08:15+00:00,2013-01-05T03:08:15+00:00,0,0,-8.0
SEQ_AR-11650_201301060801,AR-11650,2013-01-06T08:01:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11650_T000_20130105201100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11650_T001_20130106031100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11650_T002_20130106064100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11650_T003_20130106080100.fits,2013-01-07T08:01:00+00:00,2013-01-08T08:01:00+00:00,0,0,-8.0
SEQ_AR-11652_201301111742,AR-11652,2013-01-11T17:42:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130111055201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130111125201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130111162201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130111174201.fits,2013-01-12T17:42:01+00:00,2013-01-13T17:42:01+00:00,1,2,-4.699
SEQ_AR-11652_201301112038,AR-11652,2013-01-11T20:38:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130111125201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130111162201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130111174201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130111203801.fits,2013-01-12T20:38:01+00:00,2013-01-13T20:38:01+00:00,1,2,-4.699
SEQ_AR-11652_201301120338,AR-11652,2013-01-12T03:38:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130111162201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130111174201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130111203801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130112033801.fits,2013-01-13T03:38:01+00:00,2013-01-14T03:38:01+00:00,1,2,-4.699
SEQ_AR-11652_201301120708,AR-11652,2013-01-12T07:08:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130111174201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130111203801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130112033801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130112070801.fits,2013-01-13T07:08:01+00:00,2013-01-14T07:08:01+00:00,1,2,-4.699
SEQ_AR-11652_201301120828,AR-11652,2013-01-12T08:28:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130111203801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130112033801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130112070801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130112082801.fits,2013-01-13T08:28:01+00:00,2013-01-14T08:28:01+00:00,1,2,-4.699
SEQ_AR-11652_201301161345,AR-11652,2013-01-16T13:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130112033801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130112070801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130112082801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130116134501.fits,2013-01-17T13:45:01+00:00,2013-01-18T13:45:01+00:00,0,1,-5.9656
SEQ_AR-11652_201301162045,AR-11652,2013-01-16T20:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130112070801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130112082801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130116134501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130116204501.fits,2013-01-17T20:45:01+00:00,2013-01-18T20:45:01+00:00,0,1,-5.9656
SEQ_AR-11652_201301170015,AR-11652,2013-01-17T00:15:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130112082801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130116134501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130116204501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130117001501.fits,2013-01-18T00:15:01+00:00,2013-01-19T00:15:01+00:00,0,1,-5.9656
SEQ_AR-11652_201301170135,AR-11652,2013-01-17T01:35:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T000_20130116134501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T001_20130116204501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T002_20130117001501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11652_T003_20130117013501.fits,2013-01-18T01:35:01+00:00,2013-01-19T01:35:01+00:00,0,1,-5.9656
SEQ_AR-11653_201301100706,AR-11653,2013-01-10T07:06:38+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11653_T000_20130109191638.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11653_T001_20130110021638.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11653_T002_20130110054638.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11653_T003_20130110070638.fits,2013-01-11T07:06:38+00:00,2013-01-12T07:06:38+00:00,0,0,-8.0
SEQ_AR-11654_201301091150,AR-11654,2013-01-09T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T000_20130109000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T001_20130109070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T002_20130109103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T003_20130109115000.fits,2013-01-10T11:50:00+00:00,2013-01-11T11:50:00+00:00,0,1,-5.587
SEQ_AR-11654_201301150257,AR-11654,2013-01-15T02:57:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T001_20130109070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T002_20130109103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T003_20130109115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T000_20130115025700.fits,2013-01-16T02:57:00+00:00,2013-01-17T02:57:00+00:00,0,1,-5.6741
SEQ_AR-11654_201301150957,AR-11654,2013-01-15T09:57:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T002_20130109103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T003_20130109115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T000_20130115025700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T001_20130115095700.fits,2013-01-16T09:57:00+00:00,2013-01-17T09:57:00+00:00,0,1,-5.6741
SEQ_AR-11654_201301151327,AR-11654,2013-01-15T13:27:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T003_20130109115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T000_20130115025700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T001_20130115095700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T002_20130115132700.fits,2013-01-16T13:27:00+00:00,2013-01-17T13:27:00+00:00,0,1,-5.6741
SEQ_AR-11654_201301151447,AR-11654,2013-01-15T14:47:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T000_20130115025700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T001_20130115095700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T002_20130115132700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11654_T003_20130115144700.fits,2013-01-16T14:47:00+00:00,2013-01-17T14:47:00+00:00,0,1,-5.6741
SEQ_AR-11662_201301281727,AR-11662,2013-01-28T17:27:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11662_T000_20130128053700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11662_T001_20130128123700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11662_T002_20130128160700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11662_T003_20130128172700.fits,2013-01-29T17:27:00+00:00,2013-01-30T17:27:00+00:00,0,0,-8.0
SEQ_AR-11665_201302101048,AR-11665,2013-02-10T10:48:28+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11665_T000_20130209225828.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11665_T001_20130210055828.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11665_T002_20130210092828.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11665_T003_20130210104828.fits,2013-02-11T10:48:28+00:00,2013-02-12T10:48:28+00:00,0,0,-8.0
